LrgB	PF04172.16	LrgB-like family
LRIF1	PF15741.5	Ligand-dependent nuclear receptor-interacting factor 1
LRR19-TM	PF15176.6	Leucine-rich repeat family 19 TM domain
LRRC37	PF15779.5	Leucine-rich repeat-containing protein 37 family
LRRC37AB_C	PF14914.6	LRRC37A/B like protein 1 C-terminal domain
LRRCT	PF01463.24	Leucine rich repeat C-terminal domain
LRRFIP	PF09738.9	LRRFIP family
LRRNT	PF01462.18	Leucine rich repeat N-terminal domain
LRRNT_2	PF08263.12	Leucine rich repeat N-terminal domain
LRR_1	PF00560.33	Leucine Rich Repeat
LRR_10	PF18805.1	Leucine-rich repeat
LRR_11	PF18831.1	Leucine-rich repeat
LRR_12	PF18837.1	Leucine-rich repeat
LRR_2	PF07723.13	Leucine Rich Repeat
LRR_3	PF07725.12	Leucine Rich Repeat
LRR_4	PF12799.7	Leucine Rich repeats (2 copies)
LRR_5	PF13306.6	BspA type Leucine rich repeat region (6 copies)
LRR_6	PF13516.6	Leucine Rich repeat
LRR_8	PF13855.6	Leucine rich repeat
LRR_9	PF14580.6	Leucine-rich repeat
LRR_adjacent	PF08191.11	LRR adjacent
LRR_RI_capping	PF18779.1	Capping Ribonuclease inhibitor Leucine Rich Repeat
LRS4	PF10422.9	Monopolin complex subunit LRS4
LRV	PF01816.17	Leucine rich repeat variant
LRV_FeS	PF05484.11	LRV protein FeS4 cluster
LSDAT_euk	PF18139.1	SLOG in TRPM
LSDAT_prok	PF18171.1	SLOG in TRPM, prokaryote
LSM	PF01423.22	LSM domain
LSM14	PF12701.7	Scd6-like Sm domain
LsmAD	PF06741.13	LsmAD domain
Lsm_C	PF14894.6	Lsm C-terminal
Lsm_interact	PF05391.11	Lsm interaction motif
LSM_int_assoc	PF16605.5	LSM-interacting associated unstructured
LSPR	PF06049.12	Coagulation Factor V LSPD Repeat
LSR	PF05624.14	Lipolysis stimulated receptor (LSR)
Lsr2	PF11774.8	Lsr2
LssY_C	PF14067.6	LssY C-terminus
LST1	PF05083.13	LST-1 protein
LT-IIB	PF06453.11	Type II heat-labile enterotoxin , B subunit (LT-IIB)
LTD	PF00932.19	Lamin Tail Domain
LTP_2	PF14368.6	Probable lipid transfer
LtrA	PF06772.11	Bacterial low temperature requirement A protein (LtrA)
LtuA	PF17446.2	Late transcription unit A
LtuB	PF17455.2	Late transcription unit B
LTV	PF04180.14	Low temperature viability protein
LTXXQ	PF07813.12	LTXXQ motif family protein
LUC7	PF03194.15	LUC7 N_terminus
Luciferase_3H	PF10284.9	Luciferase helical bundle domain
Luciferase_cat	PF10285.9	Luciferase catalytic domain
Luciferase_N	PF05295.11	Luciferase/LBP N-terminal domain
LUD_dom	PF02589.15	LUD domain
Lumazine_bd_2	PF12893.7	Putative lumazine-binding
Lum_binding	PF00677.17	Lumazine binding domain
Lung_7-TM_R	PF06814.13	Lung seven transmembrane receptor
LupA	PF18242.1	Legionella ubiquitin-specific protease A domain
LURAP	PF14854.6	Leucine rich adaptor protein
Lustrin_cystein	PF14625.6	Lustrin, cysteine-rich repeated domain
Luteo_coat	PF00894.18	Luteovirus coat protein
Luteo_P1-P2	PF08467.10	Luteovirus RNA polymerase P1-P2/replicase
Luteo_PO	PF04662.13	Luteovirus P0 protein
Luteo_Vpg	PF01659.16	Luteovirus putative VPg genome linked protein
LuxC	PF05893.14	Acyl-CoA reductase (LuxC)
LuxE	PF04443.12	Acyl-protein synthetase, LuxE
LuxQ-periplasm	PF09308.10	LuxQ, periplasmic
LuxS	PF02664.15	S-Ribosylhomocysteinase (LuxS)
LuxT_C	PF18285.1	Tetracycline repressor LuxT C-terminal domain
LVIVD	PF08309.11	LVIVD repeat
LXG	PF04740.12	LXG domain of WXG superfamily
Ly-6_related	PF06579.12	Caenorhabditis elegans ly-6-related protein
Ly49	PF08391.10	Ly49-like protein, N-terminal region
Lyase_1	PF00206.20	Lyase
Lyase_8	PF02278.18	Polysaccharide lyase family 8, super-sandwich domain
Lyase_8_C	PF02884.17	Polysaccharide lyase family 8, C-terminal beta-sandwich domain
Lyase_8_N	PF08124.11	Polysaccharide lyase family 8, N terminal alpha-helical domain
Lyase_aromatic	PF00221.19	Aromatic amino acid lyase
Lyase_catalyt	PF09093.11	Lyase, catalytic
Lyase_N	PF09092.11	Lyase, N terminal
Lycopene_cycl	PF05834.12	Lycopene cyclase protein
LydB	PF16084.5	LydA-holin antagonist
LYRIC	PF15686.5	Lysine-rich CEACAM1 co-isolated protein family
Lys	PF00062.20	C-type lysozyme/alpha-lactalbumin family
Lys-AminoMut_A	PF09043.11	D-Lysine 5,6-aminomutase TIM-barrel domain of alpha subunit
LysE	PF01810.18	LysE type translocator
Lysine_decarbox	PF03641.14	Possible lysine decarboxylase
Lysis_col	PF02402.16	Lysis protein
LysM	PF01476.20	LysM domain
Lysozyme_like	PF13702.6	Lysozyme-like
LysR_substrate	PF03466.20	LysR substrate binding domain
Lysyl_oxidase	PF01186.17	Lysyl oxidase
Lys_export	PF03956.13	Lysine exporter LysO
LYTB	PF02401.18	LytB protein
LytB_WW	PF18342.1	Endo-beta-N-acetylglucosaminidase LytB WW domain
LytR_C	PF13399.6	LytR cell envelope-related transcriptional attenuator
LytR_cpsA_psr	PF03816.14	Cell envelope-related transcriptional attenuator domain
LytTR	PF04397.15	LytTr DNA-binding domain
Lyx_isomer	PF07385.12	D-lyxose isomerase
LZ3wCH	PF18517.1	Leucine zipper with capping helix domain
Lzipper-MIP1	PF14389.6	Leucine-zipper of ternary complex factor MIP1
LZ_Tnp_IS481	PF13011.6	leucine-zipper of insertion element IS481
LZ_Tnp_IS66	PF13007.7	Transposase C of IS166 homeodomain
L_biotic_typeA	PF04604.13	Type-A lantibiotic
L_HMGIC_fpl	PF10242.9	Lipoma HMGIC fusion partner-like protein
L_lactis_ph-MCP	PF06673.11	Lactococcus lactis bacteriophage major capsid protein
L_lactis_RepB_C	PF06430.12	Lactococcus lactis RepB C-terminus
L_lac_phage_MSP	PF06488.11	Phage tail tube protein
L_protein_N	PF15518.6	L protein N-terminus
M	PF02370.16	M protein repeat
M-factor	PF03855.13	M-factor
M-inducer_phosp	PF06617.13	M-phase inducer phosphatase
m04gp34like	PF12216.8	Immune evasion protein
M11L	PF11099.8	Apoptosis regulator M11L like
M157	PF11624.8	MHC class I-like protein M157
M16C_assoc	PF08367.11	Peptidase M16C associated
M20_dimer	PF07687.14	Peptidase dimerisation domain
M3	PF09213.10	M3
M60-like_N	PF17291.2	N-terminal domain of M60-like peptidases
M64_N	PF16217.5	Peptidase M64 N-terminus
MA-Mit	PF09245.10	Mycoplasma arthritidis-derived mitogen
MA3	PF02847.17	MA3 domain
MaAIMP_sms	PF16951.5	Putative methionine and alanine importer, small subunit
MAAL_C	PF07476.11	Methylaspartate ammonia-lyase C-terminus
MAAL_N	PF05034.13	Methylaspartate ammonia-lyase N-terminus
Mab-21	PF03281.14	Mab-21 protein
Mac	PF12464.8	Maltose acetyltransferase
Mac-1	PF09028.10	Mac 1
MacB_PCD	PF12704.7	MacB-like periplasmic core domain
Macin	PF14865.6	Macin
Macoilin	PF09726.9	Macoilin family
MACPF	PF01823.19	MAC/Perforin domain
Macro	PF01661.21	Macro domain
Macro_2	PF14519.6	Macro-like domain
Macscav_rec	PF03523.13	Macrophage scavenger receptor
Mac_assoc	PF16628.5	Unstructured region on maltose acetyltransferase
MAD	PF05557.13	Mitotic checkpoint protein
Mad3_BUB1_I	PF08311.12	Mad3/BUB1 homology region 1
Mad3_BUB1_II	PF08171.11	Mad3/BUB1 homology region 2
Mad3_BUB1_I_2	PF17014.5	Putative Mad3/BUB1 like region 1 protein
MADF_DNA_bdg	PF10545.9	Alcohol dehydrogenase transcription factor Myb/SANT-like
MadL	PF03817.13	Malonate transporter MadL subunit
MadM	PF03818.13	Malonate/sodium symporter MadM subunit
Maelstrom	PF13017.6	piRNA pathway germ-plasm component
Maf	PF02545.14	Maf-like protein
Maf1	PF09174.10	Maf1 regulator
MafB	PF06255.13	Neisseria toxin MafB
MafB19-deam	PF14437.6	MafB19-like deaminase
Maff2	PF12750.7	Maff2 family
MAF_flag10	PF01973.18	Protein of unknown function DUF115
Maf_N	PF08383.11	Maf N-terminal region
MAGE	PF01454.19	MAGE family
MAGE_N	PF12440.8	Melanoma associated antigen family N terminal
MAGI_u1	PF16663.5	Unstructured region on MAGI
MAGI_u5	PF16666.5	Unstructured region on MAGI
Mago-bind	PF09282.10	Mago binding
Mago_nashi	PF02792.14	Mago nashi protein
MAGP	PF05507.11	Microfibril-associated glycoprotein (MAGP)
MAGSP	PF03082.14	Male accessory gland secretory protein
MAGUK_N_PEST	PF10608.9	Polyubiquitination (PEST) N-terminal domain of MAGUK
MAJIN	PF15077.6	Membrane-anchored junction protein
Mak10	PF04112.13	Mak10 subunit, NatC N(alpha)-terminal acetyltransferase
Mak16	PF04874.14	Mak16 protein C-terminal region
Mak_N_cap	PF18085.1	Maltokinase N-terminal cap domain
Malate_DH	PF12434.8	Malate dehydrogenase enzyme
Malate_synthase	PF01274.22	Malate synthase
Malectin	PF11721.8	Malectin domain
Malectin_like	PF12819.7	Malectin-like domain
MalF_P2	PF14785.6	Maltose transport system permease protein MalF P2 domain
malic	PF00390.19	Malic enzyme, N-terminal domain
Malic_M	PF03949.15	Malic enzyme, NAD binding domain
MalM	PF07148.12	Maltose operon periplasmic protein precursor (MalM)
MALT1_Ig	PF18703.1	MALT1 Ig-like domain
Malt_amylase_C	PF16657.5	Maltogenic Amylase, C-terminal domain
Mal_decarbox_Al	PF16957.5	Malonate decarboxylase, alpha subunit, transporter
MAM	PF00629.23	MAM domain, meprin/A5/mu
MAM1	PF10434.9	Monopolin complex protein MAM1
MAM33	PF02330.16	Mitochondrial glycoprotein
MamL-1	PF09596.10	MamL-1 domain
Man-6-P_recep	PF02157.15	Mannose-6-phosphate receptor
MANEC	PF07502.14	MANEC domain
Mannitol_dh	PF01232.23	Mannitol dehydrogenase Rossmann domain
Mannitol_dh_C	PF08125.13	Mannitol dehydrogenase C-terminal domain
MannoseP_isomer	PF01050.18	Mannose-6-phosphate isomerase
Mannosidase_ig	PF17786.1	Mannosidase Ig/CBM-like domain
Mannosyl_trans	PF05007.13	Mannosyltransferase (PIG-M)
Mannosyl_trans2	PF04188.13	Mannosyltransferase (PIG-V)
Mannosyl_trans3	PF11051.8	Mannosyltransferase putative
Mannosyl_trans4	PF15971.5	DolP-mannose mannosyltransferase
MaoC_dehydratas	PF01575.19	MaoC like domain
MaoC_dehydrat_N	PF13452.6	N-terminal half of MaoC dehydratase
MAP	PF03642.13	MAP domain
MAP17	PF15807.5	Membrane-associated protein 117 kDa, PDZK1-interacting protein 1
MAP1B_neuraxin	PF00414.17	Neuraxin and MAP1B repeat
MAP2_projctn	PF08377.10	MAP2/Tau projection domain
MAP65_ASE1	PF03999.12	Microtubule associated protein (MAP65/ASE1 family)
MAP7	PF05672.11	MAP7 (E-MAP-115) family
MAP70	PF07058.11	Microtubule-associated protein 70
MAPEG	PF01124.18	MAPEG family
MAPKK1_Int	PF08923.10	Mitogen-activated protein kinase kinase 1 interacting
MapZ_C2	PF18708.1	MapZ extracellular C-terminal domain 2
MapZ_EC1	PF18041.1	MapZ extracellular domain 1
MarB	PF13999.6	MarB protein
MarC	PF01914.17	MarC family integral membrane protein
MARCKS	PF02063.17	MARCKS family
Marek_A	PF02124.15	Marek's disease glycoprotein A
Marek_SORF3	PF07153.11	Marek's disease-like virus SORF3 protein
MarR	PF01047.22	MarR family
MarR_2	PF12802.7	MarR family
MARVEL	PF01284.23	Membrane-associating domain
MAR_sialic_bdg	PF10564.9	Sialic-acid binding micronemal adhesive repeat
MAS20	PF02064.15	MAS20 protein import receptor
MASE1	PF05231.14	MASE1
MASE2	PF05230.11	MASE2 domain
MASE3	PF17159.4	Membrane-associated sensor domain
MASE4	PF17158.4	Membrane-associated sensor, integral membrane domain
MASE5	PF17178.4	Membrane-associated sensor
Mastoparan	PF08249.11	Mastoparan protein
Mastoparan_2	PF08251.11	Mastoparan peptide
MAT1	PF06391.13	CDK-activating kinase assembly factor MAT1
MAT1-1-2	PF17043.5	Mating type protein 1-1-2 of unknown function
MATalpha_HMGbox	PF04769.12	Mating-type protein MAT alpha 1 HMG-box
MatB	PF16449.5	Fimbrillin MatB
MatC_N	PF07158.11	Dicarboxylate carrier protein MatC N-terminus
MatE	PF01554.18	MatE
MATH	PF00917.26	MATH domain
Mating_C	PF12737.7	C-terminal domain of homeodomain 1
Mating_N	PF12731.7	Mating-type protein beta 1
MatK_N	PF01824.18	MatK/TrnK amino terminal region
MatP	PF06303.12	MatP N-terminal domain
MatP_C	PF17414.2	MatP C-terminal ribbon-helix-helix domain
Matrilin_ccoil	PF10393.9	Trimeric coiled-coil oligomerisation domain of matrilin
Matrix	PF00661.21	Viral matrix protein
MauE	PF07291.11	Methylamine utilisation protein MauE
MauJ	PF17419.2	Methylamine utilization protein MauJ
MazE_antitoxin	PF04014.18	Antidote-toxin recognition MazE, bacterial antitoxin
MazG	PF03819.17	MazG nucleotide pyrophosphohydrolase domain
MazG-like	PF12643.7	MazG-like family
MazG_C	PF18722.1	MazG C-terminal domain
MBA1	PF07961.11	MBA1-like protein
MBD	PF01429.19	Methyl-CpG binding domain
MBDa	PF16564.5	p55-binding region of Methyl-CpG-binding domain proteins MBD
MBD_C	PF14048.6	C-terminal domain of methyl-CpG binding protein 2 and 3
MbeB_N	PF04837.12	MbeB-like, N-term conserved region
MbeD_MobD	PF04899.12	MbeD/MobD like
MBF1	PF08523.10	Multiprotein bridging factor 1
MBF2	PF15868.5	Transcription activator MBF2
MBG	PF17883.1	MBG domain
MBG_2	PF18676.1	MBG domain (YGX type)
MBOAT	PF03062.19	MBOAT, membrane-bound O-acyltransferase family
MBOAT_2	PF13813.6	Membrane bound O-acyl transferase family
MBR1	PF17058.5	Mitochondrial biogenesis regulation protein 1
MBT	PF02820.18	mbt repeat
MbtH	PF03621.13	MbtH-like protein
MC1	PF05854.11	Non-histone chromosomal protein MC1
MCC-bdg_PDZ	PF10506.9	PDZ domain of MCC-2 bdg protein for Usher syndrome
MCCD1	PF15707.5	Mitochondrial coiled-coil domain protein 1
MccV	PF17508.2	Microcin V bacteriocin
MCD	PF05292.11	Malonyl-CoA decarboxylase C-terminal domain
MCD_N	PF17408.2	Malonyl-CoA decarboxylase N-terminal domain
Mce4_CUP1	PF11887.8	Cholesterol uptake porter CUP1 of Mce4, putative
MCH	PF02289.16	Cyclohydrolase (MCH)
MciZ	PF13072.6	Mother cell inhibitor of FtsZ
Mcl1_mid	PF12341.8	Minichromosome loss protein, Mcl1, middle region
MCLC	PF05934.11	Mid-1-related chloride channel (MCLC)
MCM	PF00493.23	MCM P-loop domain
Mcm10	PF09332.11	Mcm10 replication factor
MCM2_N	PF12619.8	Mini-chromosome maintenance protein 2
MCM3AP_GANP	PF16769.5	MCM3AP domain of GANP
MCM6_C	PF18263.1	MCM6 C-terminal winged-helix domain
MCM_bind	PF09739.9	Mini-chromosome maintenance replisome factor
MCM_lid	PF17855.1	MCM AAA-lid domain
MCM_N	PF14551.6	MCM N-terminal domain
MCM_OB	PF17207.3	MCM OB domain
Mcp5_PH	PF12814.7	Meiotic cell cortex C-terminal pleckstrin homology
mCpol	PF18182.1	minimal CRISPR polymerase domain
MCPsignal	PF00015.21	Methyl-accepting chemotaxis protein (MCP) signalling domain
MCPVI	PF02993.14	Minor capsid protein VI
MCR	PF18509.1	Magnetochrome domain
MCRA	PF06100.11	MCRA family
McrBC	PF10117.9	McrBC 5-methylcytosine restriction system component
MCRS_N	PF13325.6	N-terminal region of micro-spherule protein
MCR_alpha	PF02249.17	Methyl-coenzyme M reductase alpha subunit, C-terminal domain
MCR_alpha_N	PF02745.15	Methyl-coenzyme M reductase alpha subunit, N-terminal domain
MCR_beta	PF02241.18	Methyl-coenzyme M reductase beta subunit, C-terminal domain
MCR_beta_N	PF02783.15	Methyl-coenzyme M reductase beta subunit, N-terminal domain
MCR_C	PF04609.12	Methyl-coenzyme M reductase operon protein C
MCR_D	PF02505.14	Methyl-coenzyme M reductase operon protein D
MCR_gamma	PF02240.16	Methyl-coenzyme M reductase gamma subunit
MctB	PF11382.8	Copper transport outer membrane protein, MctB
MCU	PF04678.13	Mitochondrial calcium uniporter
McyA_C	PF12593.8	Microcystin synthetase C terminal
MdcE	PF06833.11	Malonate decarboxylase gamma subunit (MdcE)
MdcG	PF10620.9	Phosphoribosyl-dephospho-CoA transferase MdcG
MDD_C	PF18376.1	Mevalonate 5-diphosphate decarboxylase C-terminal domain
MDFI	PF15316.6	MyoD family inhibitor
MDH	PF02315.16	Methanol dehydrogenase beta subunit
MDM1	PF15501.6	Nuclear protein MDM1
MDM10	PF12519.8	Mitochondrial distribution and morphology protein 10
MDM31_MDM32	PF08118.11	Yeast mitochondrial distribution and morphology (MDM) proteins
MDMPI_C	PF07398.11	MDMPI C-terminal domain
MDMPI_N	PF11716.8	Mycothiol maleylpyruvate isomerase N-terminal domain
MdoG	PF04349.12	Periplasmic glucan biosynthesis protein, MdoG
Mdv1	PF11542.8	Mitochondrial division protein 1
Me-amine-dh_H	PF06433.11	Methylamine dehydrogenase heavy chain (MADH)
Me-amine-dh_L	PF02975.14	Methylamine dehydrogenase, L chain
MEA1	PF06910.11	Male enhanced antigen 1 (MEA1)
MeaB	PF03308.16	Methylmalonyl Co-A mutase-associated GTPase MeaB
MecA	PF05389.12	Negative regulator of genetic competence (MecA)
MecA_N	PF05223.11	NTF2-like N-terminal transpeptidase domain
Meckelin	PF09773.9	Meckelin (Transmembrane protein 67)
Med1	PF10744.9	Mediator of RNA polymerase II transcription subunit 1
Med10	PF09748.9	Transcription factor subunit Med10 of Mediator complex
Med11	PF10280.9	Mediator complex protein
Med12	PF09497.10	Transcription mediator complex subunit Med12
Med12-LCEWAV	PF12145.8	Eukaryotic Mediator 12 subunit domain
Med12-PQL	PF12144.8	Eukaryotic Mediator 12 catenin-binding domain
Med13_C	PF06333.12	Mediator complex subunit 13 C-terminal domain
Med13_N	PF11597.8	Mediator complex subunit 13 N-terminal
Med14	PF08638.11	Mediator complex subunit MED14
Med15	PF09606.10	ARC105 or Med15 subunit of Mediator complex non-fungal
Med15_fungi	PF05397.12	Mediator complex subunit 15
Med16	PF11635.8	Mediator complex subunit 16
Med17	PF10156.9	Subunit 17 of Mediator complex
Med18	PF09637.10	Med18 protein
Med19	PF10278.9	Mediator of RNA pol II transcription subunit 19
Med2	PF11214.8	Mediator complex subunit 2
Med20	PF08612.11	TATA-binding related factor (TRF) of subunit 20 of Mediator complex
Med21	PF11221.8	Subunit 21 of Mediator complex
Med22	PF06179.12	Surfeit locus protein 5 subunit 22 of Mediator complex
Med23	PF11573.8	Mediator complex subunit 23
Med24_N	PF11277.8	Mediator complex subunit 24 N-terminal
Med25	PF11232.8	Mediator complex subunit 25 PTOV activation and synapsin 2
Med25_NR-box	PF11244.8	Mediator complex subunit 25 C-terminal NR box-containing
Med25_SD1	PF11235.8	Mediator complex subunit 25 synapsin 1
Med25_VWA	PF11265.8	Mediator complex subunit 25 von Willebrand factor type A
Med26	PF08711.11	TFIIS helical bundle-like domain
Med26_C	PF15693.5	Mediator complex subunit 26 C-terminal
Med26_M	PF15694.5	Mediator complex subunit 26 middle domain
Med27	PF11571.8	Mediator complex subunit 27
Med28	PF11594.8	Mediator complex subunit 28
Med29	PF11568.8	Mediator complex subunit 29
Med3	PF11593.8	Mediator complex subunit 3 fungal
Med30	PF11315.8	Mediator complex subunit 30
Med31	PF05669.12	SOH1
Med4	PF10018.9	Vitamin-D-receptor interacting Mediator subunit 4
Med5	PF08689.10	Mediator complex subunit Med5
Med6	PF04934.14	MED6 mediator sub complex component
Med7	PF05983.11	MED7 protein
Med8	PF10232.9	Mediator of RNA polymerase II transcription complex subunit 8
Med9	PF07544.13	RNA polymerase II transcription mediator complex subunit 9
MEDS	PF14417.6	MEDS: MEthanogen/methylotroph, DcmR Sensory domain
MEF2_binding	PF09047.10	MEF2 binding
Megourin	PF17560.2	Aphid Megourins
Mei4	PF13971.6	Meiosis-specific protein Mei4
Mei5	PF10376.9	Double-strand recombination repair protein
Mei5_like	PF17021.5	Putative double-strand recombination repair-like
MEIOC	PF15189.6	Meiosis-specific coiled-coil domain-containing protein MEIOC
Meiosis_expr	PF15163.6	Meiosis-expressed
Meiotic_rec114	PF03525.14	Meiotic recombination protein rec114
Meis_PKNOX_N	PF16493.5	N-terminal of Homeobox Meis and PKNOX1
MEKHLA	PF08670.11	MEKHLA domain
MelC1	PF06236.11	Tyrosinase co-factor MelC1
Meleagrin	PF08189.11	Meleagrin/Cygnin family
Melibiase	PF02065.18	Melibiase
Melibiase_2	PF16499.5	Alpha galactosidase A
Melibiase_2_C	PF17450.2	Alpha galactosidase A C-terminal beta sandwich domain
Melibiase_C	PF17801.1	Alpha galactosidase C-terminal beta sandwich domain
Melittin	PF01372.17	Melittin
Membralin	PF09746.9	Tumour-associated protein
Membrane_bind	PF14564.6	Membrane binding
Membr_traf_MHD	PF10540.9	Munc13 (mammalian uncoordinated) homology domain
Memo	PF01875.17	Memo-like protein
MeMO_Hyd_G	PF02964.16	Methane monooxygenase, hydrolase gamma chain
Mem_trans	PF03547.18	Membrane transport protein
Menin	PF05053.13	Menin
MENTAL	PF10457.9	Cholesterol-capturing domain
MepB	PF08877.10	MepB protein
Mer2	PF09074.10	Mer2
MerB	PF03243.15	Alkylmercury lyase
MerC	PF03203.14	MerC mercury resistance protein
MerE	PF05052.12	MerE protein
Merozoite_SPAM	PF07133.11	Merozoite surface protein (SPAM)
MerR	PF00376.23	MerR family regulatory protein
MerR-DNA-bind	PF09278.11	MerR, DNA binding
MerR_1	PF13411.6	MerR HTH family regulatory protein
MerR_2	PF13591.6	MerR HTH family regulatory protein
Mersacidin	PF16934.5	Two-component Enterococcus faecalis cytolysin (EFC)
MerT	PF02411.15	MerT mercuric transport protein
Mesd	PF10185.9	Chaperone for wingless signalling and trafficking of LDL receptor
Mesothelin	PF06060.12	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)
META	PF03724.16	META domain
Metalloenzyme	PF01676.18	Metalloenzyme superfamily
Metallopep	PF12044.8	Putative peptidase family
Metallophos	PF00149.28	Calcineurin-like phosphoesterase
MetallophosC	PF16370.5	C terminal of Calcineurin-like phosphoesterase
MetallophosN	PF16371.5	N terminal of Calcineurin-like phosphoesterase
Metallophos_2	PF12850.7	Calcineurin-like phosphoesterase superfamily domain
Metallophos_3	PF14582.6	Metallophosphoesterase, calcineurin superfamily
Metallophos_C	PF14008.6	Iron/zinc purple acid phosphatase-like protein C
Metallothio	PF00131.20	Metallothionein
Metallothio_11	PF02066.15	Metallothionein family 11
Metallothio_2	PF01439.18	Metallothionein
Metallothio_5	PF02067.15	Metallothionein family 5
Metallothio_6	PF05522.11	Metallothionein
Metallothio_Cad	PF07846.11	Metallothionein family
Metallothio_Euk	PF12749.7	Eukaryotic metallothionein
Metallothio_PEC	PF02068.16	Plant PEC family metallothionein
Metallothio_Pro	PF02069.16	Prokaryotic metallothionein
Metallothi_Euk2	PF12809.7	Eukaryotic metallothionein
Metal_CEHH	PF14455.6	Predicted metal binding domain
Metal_hydrol	PF10118.9	Predicted metal-dependent hydrolase
Metal_resist	PF13801.6	Heavy-metal resistance
Metaviral_G	PF09595.10	Metaviral_G glycoprotein
Methuselah_N	PF06652.12	Methuselah N-terminus
Methylase_S	PF01420.19	Type I restriction modification DNA specificity domain
Methyltranf_PUA	PF13636.6	RNA-binding PUA-like domain of methyltransferase RsmF
MethyltransfD12	PF02086.15	D12 class N6 adenine-specific DNA methyltransferase
Methyltransf_10	PF05971.12	RNA methyltransferase
Methyltransf_11	PF08241.12	Methyltransferase domain
Methyltransf_12	PF08242.12	Methyltransferase domain
Methyltransf_13	PF08421.11	Putative zinc binding domain
Methyltransf_14	PF08484.11	C-methyltransferase C-terminal domain
Methyltransf_15	PF09445.10	RNA cap guanine-N2 methyltransferase
Methyltransf_16	PF10294.9	Lysine methyltransferase
Methyltransf_17	PF12692.7	S-adenosyl-L-methionine methyltransferase
Methyltransf_18	PF12847.7	Methyltransferase domain
Methyltransf_19	PF04672.12	S-adenosyl methyltransferase
Methyltransf_1N	PF02870.15	6-O-methylguanine DNA methyltransferase, ribonuclease-like domain
Methyltransf_2	PF00891.18	O-methyltransferase domain
Methyltransf_20	PF12147.8	Putative methyltransferase
Methyltransf_21	PF05050.12	Methyltransferase FkbM domain
Methyltransf_22	PF13383.6	Methyltransferase domain
Methyltransf_23	PF13489.6	Methyltransferase domain
Methyltransf_24	PF13578.6	Methyltransferase domain
Methyltransf_25	PF13649.6	Methyltransferase domain
Methyltransf_28	PF02636.17	Putative S-adenosyl-L-methionine-dependent methyltransferase
Methyltransf_29	PF03141.16	Putative S-adenosyl-L-methionine-dependent methyltransferase
Methyltransf_3	PF01596.17	O-methyltransferase
Methyltransf_30	PF05430.11	S-adenosyl-L-methionine-dependent methyltransferase
Methyltransf_31	PF13847.6	Methyltransferase domain
Methyltransf_32	PF13679.6	Methyltransferase domain
Methyltransf_33	PF10017.9	Histidine-specific methyltransferase, SAM-dependent
Methyltransf_34	PF11312.8	Putative SAM-dependent methyltransferase
Methyltransf_4	PF02390.17	Putative methyltransferase
Methyltransf_5	PF01795.19	MraW methylase family
Methyltransf_7	PF03492.15	SAM dependent carboxyl methyltransferase
Methyltransf_8	PF05148.15	Hypothetical methyltransferase
Methyltransf_9	PF08003.11	Protein of unknown function (DUF1698)
Methyltransf_FA	PF12248.8	Farnesoic acid 0-methyl transferase
Methyltransf_PK	PF05891.12	AdoMet dependent proline di-methyltransferase
Methyltrans_Mon	PF14314.6	Virus-capping methyltransferase
Methyltrans_RNA	PF04452.14	RNA methyltransferase
Methyltrans_SAM	PF10672.9	S-adenosylmethionine-dependent methyltransferase
Methyltrn_RNA_2	PF04013.12	Putative SAM-dependent RNA methyltransferase
Methyltrn_RNA_3	PF02598.17	Putative RNA methyltransferase
Methyltrn_RNA_4	PF09936.9	SAM-dependent RNA methyltransferase
Methyltr_RsmB-F	PF01189.17	16S rRNA methyltransferase RsmB/F
Methyltr_RsmF_N	PF17125.5	N-terminal domain of 16S rRNA methyltransferase RsmF
MethyTransf_Reg	PF10119.9	Predicted methyltransferase regulatory domain
Meth_synt_1	PF08267.12	Cobalamin-independent synthase, N-terminal domain
Meth_synt_2	PF01717.18	Cobalamin-independent synthase, Catalytic domain
MetJ	PF01340.20	Met Apo-repressor, MetJ
MetOD1	PF18546.1	Metanogen output domain 1
MetOD2	PF18548.1	Metanogen output domain 2
MetRS-N	PF09635.10	MetRS-N binding domain
MetW	PF07021.12	Methionine biosynthesis protein MetW
Met_10	PF02475.16	Met-10+ like-protein
Met_asp_mut_E	PF06368.11	Methylaspartate mutase E chain (MutE)
Met_gamma_lyase	PF06838.11	Methionine gamma-lyase
Met_synt_B12	PF02965.17	Vitamin B12 dependent methionine synthase, activation domain
Mfa1	PF17445.2	Mating factor A1
MFA1_2	PF17317.2	Mating hormone A-factor 1&2
Mfa2	PF08842.10	Fimbrillin-A associated anchor proteins Mfa1 and Mfa2
MFAP1	PF06991.11	Microfibril-associated/Pre-mRNA processing
Mfa_like_1	PF13149.6	Fimbrillin-like
Mfa_like_2	PF15415.6	Fimbrillin-like
MFMR	PF07777.11	G-box binding protein MFMR
MFMR_assoc	PF16596.5	Disordered region downstream of MFMR
Mfp-3	PF04202.13	Foot protein 3
MFP2b	PF12150.8	Cytosolic motility protein
MFS18	PF17352.2	Male Flower Specific protein 18
MFS_1	PF07690.16	Major Facilitator Superfamily
MFS_1_like	PF12832.7	MFS_1 like family
MFS_2	PF13347.6	MFS/sugar transport protein
